,original_glcm_InverseVariance,original_glrlm_GrayLevelNonUniformityNormalized,original_shape_Elongation,original_shape_SurfaceVolumeRatio,original_glcm_Correlation,original_glrlm_RunLengthNonUniformity,original_glrlm_ShortRunEmphasis,original_shape_MajorAxisLength,original_shape_Maximum3DDiameter,original_gldm_GrayLevelNonUniformity,original_glcm_Idmn,original_shape_LeastAxisLength,original_glszm_ZoneEntropy,original_glrlm_GrayLevelNonUniformity,original_shape_MeshVolume,original_glrlm_RunPercentage,original_firstorder_Uniformity,original_glcm_JointEntropy,original_glcm_Imc1,original_shape_Maximum2DDiameterSlice,original_glcm_JointEnergy,original_shape_MinorAxisLength,original_glszm_GrayLevelNonUniformityNormalized,original_glcm_Idn,original_shape_SurfaceArea,original_glcm_MaximumProbability,original_shape_Sphericity,original_glrlm_LongRunEmphasis,original_glcm_Id,original_glrlm_RunEntropy,original_glrlm_RunVariance,original_shape_Flatness,original_glcm_Idm,original_glcm_SumEntropy,original_shape_VoxelVolume,original_glcm_MCC,original_firstorder_Kurtosis,original_gldm_DependenceNonUniformity,original_shape_Maximum2DDiameterColumn,original_ngtdm_Coarseness,original_glszm_LargeAreaHighGrayLevelEmphasis,original_firstorder_Entropy,original_shape_Maximum2DDiameterRow,original_ngtdm_Busyness,original_glszm_GrayLevelNonUniformity,original_gldm_LargeDependenceEmphasis,original_glcm_Imc2,original_gldm_DependenceEntropy,original_glrlm_RunLengthNonUniformityNormalized
Patient 47,0.2751164650985769,0.0410753526788177,0.4049860145480674,0.2034415260914308,0.7654578426902492,7957.778568751876,0.9217011824703584,83.56056289657474,88.68158771695508,462.0022038567493,0.9916313911391528,28.76561132161595,7.170478078728782,399.9418127923452,46977.59763470828,0.8940594758776577,0.0424244447985995,8.709512718285655,-0.1650541799952734,42.50519968192127,0.0039735278998436,33.84085934087692,0.0354530307382935,0.9405847922477838,9557.194154914245,0.0173228445976636,0.6587908899005154,1.407684349822602,0.3639236734394719,5.33466202126934,0.1518271351632278,0.3442486542032987,0.2795837284537713,5.62966336733698,47161.83483,0.7913147297574751,3.380910726171049,1582.387327823692,86.75827165175663,0.0011788072860681,61076.17627118644,4.786267666533323,77.7118633157126,0.7981811002658195,104.5864406779661,19.90596877869605,0.8776079568585137,7.612083539675755,0.8159421341461157
Patient 48,0.3029243818656547,0.0621982525222366,0.8638438703699103,0.1918093058783297,0.7112566361333743,9119.985956354463,0.9135666248865568,50.73861768213452,66.53116112018486,833.3870717718183,0.9932822272410716,39.3694700206631,6.893802843700599,709.4826804859242,55677.52701433365,0.8839953257097887,0.0645936344575894,7.953749552842226,-0.1218434329173835,58.31665285319451,0.0067959728197223,43.83024387575425,0.0444978640386495,0.945201282981746,10679.46780964129,0.0181459394317043,0.6602693511352998,1.448711986360061,0.388711516699658,4.899138078219775,0.1653213461661222,0.7759271304414234,0.3056241055586408,5.094623461470723,55875.297794,0.7484731058955372,7.775006084255271,1723.090373585491,64.29725033001023,0.0007822074275922,139158.7319904404,4.29198718547957,57.05,1.618420490280465,130.3342437692045,21.92590296078128,0.7835993496452667,7.206335903078061,0.7985809203224421
Patient 49,0.2088166296283813,0.0288233601518438,0.5541342746045298,0.1996391002996998,0.7740130406094928,14733.26062869115,0.9466562480060464,91.36458147139533,98.74625562521344,529.0975422427035,0.983298892709026,31.34619178418897,7.255358935657801,487.5482470461554,78701.76299204216,0.9279510811768876,0.0290266371649497,9.609543520903902,-0.1431819483305278,56.93345238082792,0.0017639379025062,50.6282460781981,0.0292442172367244,0.9142209819072236,15711.94915573151,0.0061152122075726,0.5652540726809226,1.258083174618694,0.2954870447456112,5.592755166715638,0.0938258381280243,0.3430890973216238,0.2059486935046952,6.073403928708869,78940.85631599999,0.7853366761882825,2.069135083540856,3623.309523809524,91.99036090808644,0.0006779075753017,7899.640642775882,5.200406869481104,93.86309391874956,1.994316625507879,205.6453356086461,11.30052666227781,0.8624920314598588,7.648753921337502,0.8700457598953169
Patient 5,0.27110544,0.043446117,0.775960571,0.275950075,0.742567881,4217.093346,0.925477098,53.77394948,67.4039984,252.4759057,0.984558673,21.23591446,6.91053048,222.1717328,24483.15637,0.899334398,0.044403079,8.575118664,-0.148699549,52.18546254,0.003966743,41.72646455,0.040556132,0.91847893,6756.128829,0.015941873,0.603528532,1.379614958,0.361462576,5.1887965,0.139725147,0.39491082,0.276589347,5.527512076,24624.62744,0.750416692,2.523663749,860.7660922,51.15707673,0.002148727,16684.03294,4.674605568,66.00996894,1.100719577,65.25481666,18.12944073,0.848985028,7.442407582,0.823630011
Patient 50,0.252725071678651,0.0355139545544583,0.54335236372823,0.1883655251812274,0.7694932451307702,9135.20162272907,0.9300443527862234,68.25199809258557,83.78263423884451,437.2580218326166,0.9920015710782912,31.36557402602357,7.292352468865055,388.7611050674395,52199.21538216685,0.9052202346115676,0.0361609346537062,9.156587022128148,-0.1645757317977295,49.03564519816171,0.0027387455621092,37.08488449278101,0.0313933494874813,0.942132697018984,9832.532619509868,0.0088490345360177,0.6869546147651464,1.354402100838189,0.3407280383112047,5.516196407515585,0.1305282431440615,0.4595553962167579,0.2543653076319853,5.893826827163688,52367.392724,0.7840620392508791,3.933650267713039,1907.476347998677,60.31,0.0011471219556152,30256.99231613611,5.017283565936167,65.78822159019045,0.654954552337664,114.397365532382,16.72891167714191,0.8842172327730699,7.773008378951751,0.8334947802639184
Patient 51,0.2466317097160186,0.0465317835805629,0.5587752625072956,0.2350134121052608,0.6303933448394973,4891.195896187582,0.9349237183077328,56.10667014628383,66.5111907877163,296.5698958662039,0.9837206204837452,25.53417186810557,6.924908440379173,269.3504585656967,27298.32237112499,0.9133796150205112,0.0467923470915436,8.656016438842933,-0.1078854737787717,44.49034164849714,0.0033611637681211,31.3510193394,0.0432963985540964,0.9149916435482084,6415.471885187459,0.00825187108149,0.6834071063867315,1.314463915623019,0.3348989209670643,5.048960841755549,0.1124131998427381,0.4551004684742782,0.2456368976931584,5.423127883785403,27448.274486,0.6386889535653659,2.860412318411058,1087.236036604607,62.91884455391722,0.0017146180597098,8586.376464595007,4.592576415194691,63.40260010441212,1.018440466696253,84.9908303616913,13.97286210160934,0.7643692677355601,7.227729188842623,0.8438150823579632
Patient 52,0.2718131759728903,0.0503798851822238,0.9550777759366428,0.2155004102007932,0.7170107529103346,10206.96268098672,0.9249766983710062,61.14170107478424,79.73682775230024,709.6065359477125,0.9910984487523592,31.23016028937523,7.11368147213788,624.4689092722655,59367.68435391677,0.9000893804815373,0.0515327912816058,8.500212558424863,-0.1284236081387831,72.16317620504242,0.0043459664963397,58.39507987948796,0.040356749306042,0.9359064311231868,12793.76033094028,0.0120400957808567,0.5752447363925469,1.370912346520551,0.360164119971349,5.082920837416605,0.1332900020011424,0.5107833073073431,0.2730023864538525,5.417521622705585,59634.38619,0.7256824090372441,3.39715093119788,2110.97850399419,71.60877739495348,0.0007849780878982,35860.38091331693,4.554058250737652,78.27395096710016,1.531364260898906,147.5846322121958,17.40900508351489,0.8137422035570635,7.369178063181581,0.8224405358406224
Patient 53,0.2062593541097798,0.0313630831098183,0.7768218950112328,0.2308218709771527,0.7601809798563439,7183.586148032468,0.9479432405892324,51.90625907231634,61.27152438123276,278.428797647325,0.9862415650573342,32.82274910498989,7.282105673029634,258.0176201780934,38115.98703375,0.9305682441074368,0.031492907775967,9.518168627127636,-0.1410455085354787,58.04264983613342,0.0018008299990719,40.32191853550078,0.0300173364539462,0.9200089889398518,8798.003441271068,0.0047081722932152,0.6225459956638514,1.240690230997966,0.2959184889542804,5.530652742012397,0.0844283024312348,0.6323466512826689,0.20408010812577,6.004731605353528,38288.134227,0.7812192210097909,2.476100690755154,1804.393055084267,57.05,0.0014705220262282,11024.90622261174,5.148720233688255,51.77655936811561,0.7081556329752173,102.749342681858,10.39531727180183,0.8609619950878046,7.592087656994462,0.8725528480523521
Patient 54,0.3388927997266865,0.0644736622879986,0.7766507289868849,0.2164472051480377,0.7436615776814282,4877.566605045075,0.8936910676378307,46.0545653049565,56.20546325758733,510.6744310575636,0.9923448813648592,29.62884650571074,6.978949049492188,413.3978564815551,32212.27663379159,0.858078467717022,0.0683633776516149,7.707890979245779,-0.1561602325894279,49.03564519816171,0.0091172907411914,35.76831171726857,0.044396796259446,0.9441747807474608,6972.257248839629,0.028093803096755,0.7021959744109998,1.579429158118153,0.4275616566389017,4.969812646754225,0.2142850624419132,0.6433422248048448,0.3532430524837947,5.061539954562513,32350.68009,0.758276571924447,5.502317789396615,852.207764390897,48.90000000000001,0.0015562558348505,98229.61148904006,4.256112474063561,51.54512586074458,1.108036248484553,58.73696145124717,29.88192771084337,0.8367410120032999,7.349298288815459,0.7592146968600707
Patient 55,0.2963278146333624,0.0552394113652292,0.6022054913409127,0.2417285166683382,0.6821245852849713,3652.287269213326,0.9130243115440888,48.23308026586925,56.3706696784773,290.8254306173795,0.9920046486084512,24.64981826033689,6.764856063171463,252.21189336374,22230.44614216658,0.8835955992913609,0.0562851617219623,8.099646650490957,-0.1417011382311585,41.65279942572887,0.0052407136013458,29.04622580039347,0.0474854709603278,0.940035364002992,5373.73277082131,0.0155077472539655,0.7114977175185228,1.457418892327711,0.3885233002805072,4.94373898515548,0.1694810621494814,0.5110562735048797,0.305762494975027,5.223819059066232,22376.969749,0.757583112909652,3.468323722502862,693.66808592994,50.92282788691139,0.0020807448740815,34974.05352591334,4.359226250219368,47.93973821371995,0.7824212186581957,55.89039932030586,22.22972711437972,0.8226437679936407,7.313526078122619,0.7980798782690974
Patient 56,0.2372799753311649,0.0348288229160491,0.6219631694917884,0.1893573864633518,0.7626952651072357,15804.26742053916,0.9367190582620414,80.4156066131176,97.159485898187,717.0500073684727,0.9893741460242492,39.35591692964327,7.319879591820771,648.6327303157151,87908.38977066708,0.914824233584365,0.0352237563181447,9.271238377122284,-0.1422688915503347,65.92941983667077,0.0023768070151807,50.01554556569944,0.0315166751725785,0.9309078600550053,16646.10293517517,0.0065999681567478,0.5743700227737936,1.310082998886767,0.3251862535579967,5.487560750869236,0.1124287728148627,0.4894064546324448,0.236159650231691,5.893125916272083,88161.016679,0.7670582723954456,2.941800005405978,3520.084835683057,93.30949201447837,0.0006223341780265,26656.50746041413,5.028841095876645,79.00036772066316,1.672402004894338,207.0015225334957,13.9876700889129,0.8559858495103575,7.702338535557075,0.8477503588932577
Patient 57,0.2197351375521205,0.035901374198599,0.4232203958729965,0.2367057631435132,0.7245834323824594,7843.519559243872,0.9443165553691434,80.15546337367668,85.4623782725475,354.6332653061224,0.9865177553538328,29.22423555900975,7.092169096818794,325.5733634651505,42242.46713358317,0.9253767660910518,0.0361870678883798,9.225052263697917,-0.12758927861383,79.21867077905308,0.0022774276659331,33.92342694039092,0.0340231684341442,0.9208687390281228,9999.035419919584,0.0062836928501142,0.5866227042176239,1.263069178123779,0.3090301956862001,5.374741935667164,0.0938710128149541,0.3645944309843149,0.2176215307303577,5.813948155456653,42441.3206,0.733203338894361,2.68982280504141,1875.081632653061,51.46775009654104,0.0012502219742356,10309.75869685257,4.968547520844775,62.70735204104858,0.9410938731088776,123.2319160684704,11.63367346938776,0.8303406907166894,7.473013576968294,0.8643447407001253
Patient 58,0.1858800820241241,0.0277001495902071,0.6202423543452439,0.2382658280086761,0.7611394496350081,8039.773558460344,0.9558569600731956,68.17765438495336,82.31096524765093,267.740771637122,0.983482588255124,30.85342443134552,7.274488599655157,249.8882360141201,41267.68816299997,0.9406834041870538,0.0279187457390116,9.901825945914378,-0.1375328648956909,59.06360723829861,0.0014737699368836,42.28666886945982,0.0257013499412433,0.9138910436627588,9832.679890161033,0.0044657904725493,0.5873346874446255,1.202808225474951,0.2716679072129136,5.685425330668313,0.0715645392106468,0.4525445281108819,0.1810802641116288,6.205139874445893,41531.86373,0.7708420696734655,2.748806203993673,2186.494890510949,65.70740064863318,0.0012929922869988,6022.348766868311,5.347117485619538,81.90648631213524,0.9695619069767166,110.4644020474639,8.637539103232534,0.8639299777095262,7.620406158364743,0.890729585036097
Patient 59,0.2208752055802433,0.0415505567173006,0.5481110443917999,0.2051096314170631,0.6538403915419096,9079.391672344069,0.942946371314847,72.30909666483234,82.48830765629756,482.6899061650443,0.9902858234053098,27.57118868555569,7.142814423507041,437.7098424462737,49190.78979950008,0.923758255249968,0.0423300803442115,9.155536888597045,-0.1093295243429481,55.80221142571322,0.0027655065517068,39.63341449198887,0.0341677430113068,0.9333998921390704,10089.50476488969,0.008479203740093,0.6434825958250115,1.268834313626994,0.3084394578836902,5.284522572453366,0.0952122379265324,0.3812962677898448,0.2181719355181436,5.694939916951232,49383.508041,0.6825818319462893,3.88640242673946,2139.911339121284,58.77048579006301,0.0009342040143102,20052.07366617719,4.858658515089396,81.90648631213524,0.7802839714383148,139.6093979441997,11.91677628694203,0.7866831790594512,7.382277574816747,0.8613011942141952
Patient 6,0.247557883,0.03823226,0.911136862,0.217627324,0.771498047,7118.861931,0.933876869,47.89747377,64.23523721,367.467622,0.990045253,34.4802943,7.173076229,323.1514189,39996.61392,0.910545117,0.039593538,9.020162939,-0.151992009,58.17981265,0.003351345,43.64115393,0.030142178,0.93480779,8704.356042,0.010569628,0.649774945,1.329903741,0.33415903,5.453272016,0.121219418,0.719877096,0.247503729,5.78151969,40193.66291,0.793479275,4.052787993,1515.905506,64.15245981,0.001316187,20320.88714,4.968730443,60.11142986,0.969147103,91.87335958,15.46589807,0.867678043,7.581900775,0.841576762
Patient 60,0.1610470963225032,0.0204875947365065,0.5968456386372376,0.2504384581636987,0.8172846520073913,4283.401840851033,0.9631077039899848,52.6665103674322,59.31050159963242,102.4510278113664,0.9866425744104046,20.29825612034814,7.444599767270348,96.65303624259256,21371.6951016249,0.9507487675565064,0.0206471237024116,10.4410054789938,-0.1842384938706254,53.06895514328504,0.000985196690856,31.43377701504477,0.0193034213254356,0.9222192649548184,5352.294369595615,0.0037900795972349,0.6958304767717818,1.163684047697048,0.2442866688564741,6.049913640723177,0.0565585190853676,0.3854110701228486,0.1555853556151958,6.646782577236555,21489.166614,0.8296717779563069,2.471881521591092,1287.928254735994,42.78555947980579,0.0027465613611122,6437.854644383988,5.767818239829532,51.46775009654104,0.3136970402638403,49.6677030703459,6.923014913341395,0.9332077377038764,7.792214678372926,0.9075827339949836
Patient 61,0.261607312604447,0.0380034237116089,0.3277017035321735,0.2195736734579371,0.7980974016806063,8408.763823733701,0.9281808052740724,101.832928505757,99.34980372401348,423.2440157199,0.987348878481343,24.8465744640804,7.160439276472892,384.4568863473673,48227.01814420845,0.9036812597905844,0.0378031453840568,8.906235194042157,-0.1668611570428655,40.75000000000001,0.0027039659291433,33.3708241470066,0.0399588938999666,0.924088897692653,10589.38353384644,0.0065593069085891,0.6050719959699374,1.362080421176683,0.3507355315498799,5.345509221673757,0.132419200412735,0.2439935178990333,0.2631238544474063,5.767128325923224,48487.043412,0.8185241571001369,2.318516670490758,1790.965880671668,98.47682468479576,0.001215132722058,40810.60318979267,4.861126357411101,99.22938778406323,1.503068243529537,125.2711323763955,16.64255091103966,0.8824413905988211,7.6544356669673,0.8296083555384178
Patient 62,0.1663959326632614,0.0296242457397186,0.6398955301338792,0.2369731952609861,0.6671510433714153,5809.057963093509,0.9602418012832962,56.08221387834643,63.7577995228819,204.9339207048458,0.9850431368573698,23.91562049357892,7.210826173855099,190.9267553827666,29329.08181854158,0.9463797582740316,0.0300930867407996,9.970387288476434,-0.122624066572654,44.49034164849715,0.0015714603010404,35.88675798076608,0.0251554358101044,0.9201073642248614,6950.206232610692,0.0055587179435253,0.6617369889914557,1.182943221475875,0.2515164326564243,5.650525873637539,0.0653224476190832,0.4264385950500581,0.1631839257216299,6.158944575265162,29492.38707,0.6806166359179685,4.095240231306748,1660.777679882525,56.20546325758733,0.0014748249255997,4838.216469875871,5.336305835438121,59.97868454709555,0.4800048841611563,83.08840448077505,7.640234948604992,0.8374627326610077,7.448347871312814,0.9009136069480784
Patient 63,0.1963514620572146,0.0333206612255999,0.5720612126266105,0.2543309888365735,0.7074129353572114,6212.722518272776,0.9517002394700383,59.78462083855815,67.64009018326335,251.7025232403718,0.9878033212618452,32.46459028777276,7.159035514062968,234.855904436281,32418.88935524992,0.9360404535703342,0.0334266299123999,9.504739445909356,-0.1249814387927948,44.28083332549197,0.0018057789240375,34.20046269332769,0.0317954044429811,0.9234599896503588,8245.128186704182,0.0045840706415372,0.5963283646805628,1.217676108857439,0.2858567514066314,5.442668909868747,0.0752038210251885,0.5430257787439992,0.1933822920252071,5.948947883718694,32610.52491,0.7360337458896073,2.753924006149586,1623.754050464808,67.0681123932976,0.001528305071758,8338.533053853596,5.085324189212104,59.04111110065595,0.5863390257808516,98.5975491776846,9.233466135458167,0.8343870713480677,7.42189150647077,0.8809346766741745
Patient 64,0.2810069428243316,0.0545218781202028,0.7600647757504813,0.2028047951065756,0.6684593597579812,7805.483980400795,0.9225774809240964,56.80703127622991,69.51907004556374,589.2117934731497,0.9884084922276348,29.18392393251316,7.024437509556639,519.9460425651235,45878.67058345835,0.8968667935093215,0.0554135045117228,8.285413842729463,-0.1190846602344459,60.90182591679825,0.0047209457878318,43.17702348801826,0.0433694983466695,0.9274159281870644,9304.414387440347,0.0118279077579884,0.666094166593676,1.38588880217738,0.3675484907277377,4.960838527702795,0.1389814304682861,0.5137378820344156,0.2808589873769175,5.272929454856101,46048.832851,0.6758141632512973,3.695770418511843,1603.264835888273,54.47712639264299,0.0010100980446493,32784.70985473106,4.420337785870249,63.57,1.444770365192515,110.4621122889674,17.80899087745697,0.7827578968687516,7.258354213377599,0.8173537014961814
Patient 65,0.193452720008371,0.0406041205845046,0.9267241843380124,0.787001852509044,0.6585140412720331,114.2137113734279,0.9693073925382848,11.25253626040738,13.53979689655646,5.372093023255814,0.9607848724691442,8.447062167216949,5.595355023771505,5.014653841682689,526.9075516666657,0.9570661896243292,0.0416441319632233,6.832379437363277,-0.5503576621187578,12.41371016255817,0.0099091690548273,10.42799748765994,0.0357333333333333,0.8728687906390312,414.6772192626707,0.0277679928242745,0.7607878395282114,1.148568349571241,0.2710834080300741,4.974514783658232,0.0543306323873169,0.75068073292404,0.1840783558449093,5.156218327211624,558.6663629999999,0.9278840631786112,2.246176618551776,36.90697674418605,13.14148012972663,0.0598787401742758,989.2533333333332,4.829939172536898,13.14148012972663,0.0568791304008183,2.68,6.007751937984496,0.9971162691379286,5.946234402824363,0.9239954910555128
Patient 66,0.2051629466828471,0.032070097430915,0.7857672143964853,0.2567741645166562,0.7509677062786013,7274.830173493315,0.9499556392926506,52.44897829692261,65.07763517522744,292.6463442069741,0.9883491213873176,33.53456529575904,7.145321861576818,265.8473930477016,38236.7066063749,0.9324219087998616,0.0329185988984222,9.498835367374816,-0.1339676015987593,57.81332199415633,0.002300355201334,41.21268757431459,0.0263036305140151,0.9278734549143252,9818.198392720424,0.0078509684842923,0.5590353962025186,1.235989836305039,0.2922074175847334,5.566098021799456,0.0846729132807937,0.6393749961327014,0.2022462347717274,5.954576924586689,38500.34083,0.7639329719966935,2.917784515613885,1816.992125984252,53.06895514328504,0.0013266630679778,11849.0606305578,5.181907015588224,58.31665285319451,0.819865513914007,97.61277283751012,10.52778402699663,0.8508133864511971,7.539362201348919,0.8771730387850518
Patient 67,0.1864802606671093,0.0323159214820702,0.8473904131867824,0.191762925554743,0.6963435489528214,10309.69668794788,0.9540528924154744,50.80340777027487,67.62044735137442,403.2296140804133,0.9867172287541366,40.4942583624487,7.229644597425912,375.7267152972877,53465.77843187522,0.9386838738526128,0.0325552732181829,9.69402568867332,-0.1132932923809841,65.70740064863317,0.0016675036441593,43.05032070174981,0.0297513569520991,0.9208457905538544,10252.75408915807,0.0045903447783313,0.6694130579112221,1.208640993008104,0.2742107530592903,5.512335234532457,0.0727719394932556,0.7970776004939955,0.1822080201893415,6.012042402951983,53640.632342,0.7076615544951863,3.269406462775051,2742.214274180526,54.47712639264299,0.0008730253787847,7819.831943918151,5.160402058182202,64.15245981254343,0.8873192767482092,157.0276619931792,8.777006297432585,0.814712078739611,7.468327331634111,0.8863422277603057
Patient 68,0.1934206014298931,0.0352275354339927,0.5310782993190721,0.1898280041470961,0.6224522695625827,10782.6993299618,0.9508668384634108,71.09760203754234,81.00952413142544,464.7739992375143,0.9877528509590005,32.3987795003323,7.206273630410342,431.7840875010109,56596.18672170856,0.9345963224727996,0.0354383529727422,9.544988950869849,-0.0995704929435607,60.39804384249543,0.0018689178965262,37.75839357576218,0.0317730826628181,0.9260239265418628,10743.54116771832,0.0046867472714997,0.6635313588158892,1.225017085028631,0.2814011153978674,5.40550683802358,0.0787335986096219,0.4556944056035034,0.1903581617943094,5.869142610769146,56797.74690499999,0.6339789428921195,3.521061010578282,2773.96866183759,54.40392081458835,0.0008208791932568,9408.241968430826,5.03380495098441,78.27395096710016,0.7861724362956154,171.0980501392758,9.656652687762104,0.7709774814535122,7.423545328672701,0.8791290259278922
Patient 69,0.2133137773941532,0.0356460880499959,0.5380738463506903,0.2136098216694982,0.7116205951240814,9216.356931293669,0.945757559312472,76.08575504363807,87.42940752401333,409.6478454680535,0.988035985911694,29.83577940324756,7.251477313696967,378.4110141259615,49361.13251483328,0.927904365540936,0.03580524827096,9.298105552747826,-0.1242459570084179,68.71179884124706,0.0021078287807909,40.93975486882677,0.033051224114891,0.9246563653843484,10544.02271389801,0.0049469154063343,0.6171648764668558,1.251126796243106,0.3024741058287504,5.378481228741427,0.0880944650117893,0.3921335785671787,0.2102644872590522,5.836152983873479,49548.076427,0.7187342823470604,2.823092021503027,2277.732803076654,55.15569326914493,0.0009897223622481,11613.69216106743,4.979711962484244,87.36860820683823,0.8606141786098067,138.7159876101978,10.86504676164671,0.8257401198058723,7.449534799991152,0.8675235897192993
Patient 70,0.2782766169518558,0.0402787937218574,0.6246028873806516,0.1743551257695968,0.7975645332077025,13092.14962839421,0.9210957710505414,80.72961325580803,92.39382933940988,727.0237564131162,0.9880663032891897,30.96572241232085,7.204633927572329,646.2890962076355,77446.56815320888,0.8947948660752587,0.0405433725414407,8.731565036988263,-0.1699129710300261,67.00866361896796,0.0032783336444048,50.42394953670103,0.0385098163561897,0.9263366165521824,13503.20613077638,0.0089233699808706,0.6507018064144536,1.399341542726011,0.3658120035029061,5.322279141744674,0.1452612174567913,0.3835732782987541,0.2794310260939724,5.689156471985386,77658.955204,0.8037962523589446,2.482293915801979,2643.628039259424,73.71133223595949,0.0007410197594648,59747.65149425288,4.788698480200522,90.3731741171018,2.331094704498029,167.5177011494253,18.60138300245372,0.8817733708030345,7.66458182081969,0.8144716939688565
Patient 71,0.2083060803674685,0.035862746403039,0.4603919032189508,0.2240849898927445,0.6922478369378405,5950.988058566718,0.9468022166772496,64.89292876428199,71.38581231589369,265.3852637302882,0.9875906472239474,25.18133460431265,7.143516004679031,245.1309871761628,31687.89535120832,0.9292257497803992,0.0360773876740468,9.302783419333476,-0.1218644294746375,39.65961169754439,0.002097566834697,29.87617897923959,0.033222612489596,0.9234448019522185,7100.781709497864,0.0059449432591194,0.6819830162909135,1.246216715258324,0.2978540461999131,5.35682285969791,0.086388788586723,0.388044353735084,0.2062100069438613,5.824332330441566,31856.974932,0.7164466474162481,2.800833227384448,1477.960304513322,70.71269900095739,0.0014868016274447,7543.817047075606,4.967468600164031,63.65353485863923,0.658042970195499,93.1562054208274,10.75557368134856,0.8201154806017121,7.385100595838812,0.8699523056011085
Patient 72,0.2040259097130167,0.0308356844422032,0.6622483659151571,0.1929653421865844,0.7561188481152025,9614.586083536722,0.9469787674418038,65.68649122290483,71.29270439533066,367.3678141570575,0.9867158487505472,29.84026689122902,7.344551016133083,340.3383280874754,51277.30761454152,0.928988106414249,0.0309206139346062,9.555293700193404,-0.1394571387672416,68.10981867543033,0.0017183708823886,43.50077147506904,0.0300307708817409,0.9208194723924894,9894.743210246756,0.0047019887148924,0.6745742190494125,1.248647497468526,0.2943585591241652,5.541969473195721,0.0881463890029915,0.4542831613575934,0.2026634783550672,6.03855919983413,51453.605107,0.7618508302733998,2.399676581904258,2417.29374631765,54.25721334532395,0.0010976130064857,9242.974647266314,5.153637336893603,66.00996894409207,0.899434248961258,136.2195767195767,10.80287854557697,0.8583793815024033,7.607790963645341,0.8704313223217899
Patient 73,0.234692381766937,0.0320094863565725,0.8977038919606046,0.1989221530374916,0.772711586457492,7061.158607319705,0.9373254182497875,45.78308118942583,60.1997641191392,292.404738292011,0.9861658711216204,32.09425059756248,7.249119228918727,265.8834747079754,39149.95288,0.915287137105319,0.0322209078007725,9.367964959256463,-0.1551862210500227,53.39338629455899,0.0020821488812741,41.09965016969591,0.0310924076623711,0.922339216195494,7787.792918205946,0.0061081530059036,0.7159629663840386,1.308622306954554,0.3222824356340653,5.547636278528747,0.112438408118096,0.7010067859953263,0.2342366786601216,5.985303775637981,39301.529025,0.7788991116632604,2.469016104587376,1572.017300275482,55.7069044194703,0.0015400436313161,18072.46697338153,5.101985827634346,56.20546325758733,0.765668865825396,94.61419651659548,14.00517906336088,0.8786106448211395,7.734557209993103,0.8492244978640601
Patient 74,0.2893198700903881,0.0440324991601877,0.6608037191856606,0.1706650734204074,0.8071008681668038,14220.99397796752,0.915745380159454,77.27803938798289,92.12023990416004,893.35295298309,0.9913085249047432,33.84462026932899,7.18179123694527,778.59246004737,86066.01781774998,0.8871879788634267,0.0448267827278383,8.568436545225104,-0.1670832717123282,68.78908997798996,0.0039871941456005,51.06561583895506,0.0382509863893325,0.9368057727583406,14688.4632498684,0.0108379996752188,0.6417938771891903,1.435001637558864,0.3778007212769468,5.278544979430269,0.1600368107541841,0.4379590959782036,0.2931697402503628,5.586299279115485,86307.45696299999,0.8147825210516074,3.123506472437048,2745.577148878519,86.63568837378737,0.0006415729674311,78703.17146625632,4.702062610078283,88.68158771695508,2.439120202046698,174.0037370850737,20.77429876060013,0.8783467388700392,7.65501170284713,0.8031092198280014
Patient 75,0.3117989393815094,0.0580533706732588,0.4859506752229623,0.2060305728432311,0.6773023011524892,6804.084173847226,0.90569577726373,69.19227778095168,74.16052184282415,590.3209714803991,0.9933726365383212,29.61657488138841,6.951450679873787,503.5762239188429,42805.28379579149,0.8740920472251722,0.0594901714683461,8.018031579207348,-0.1367089647721945,44.49034164849714,0.0060370769483538,33.62403410786824,0.0438702620781447,0.9474201219628652,8819.197141163999,0.017232367417428,0.670996097306814,1.498716507275977,0.4014277552274933,4.969877976013455,0.1838398140352418,0.4280329515260114,0.3214043652191262,5.172985002360514,42974.002481,0.6968610313119865,6.210645954424479,1243.12536531291,62.47388334336197,0.0011213414337558,96969.46970455685,4.333590297582276,72.7863902113575,0.9397018045703764,87.60891337005508,24.66582686687494,0.8117321734645354,7.391742339137195,0.7828736023079815
Patient 76,0.2529306071713785,0.0423354154368414,0.8102764473879742,0.1752845703943736,0.7150262570463239,12983.28273988005,0.930436297025917,67.94757939808194,86.05103311407713,732.1192810457517,0.9884312194876416,32.5117943906738,7.221310906964953,658.0893619766837,73994.0605552504,0.9071141277023632,0.0427240476800742,8.89313054156771,-0.1303062012267832,73.42240870469995,0.0030448797496013,55.05632324329015,0.0374341193401518,0.9278475147044862,12970.01711616233,0.0072311524577733,0.6571655908311507,1.342155861067963,0.3408156274247764,5.263580552848328,0.1232548654602223,0.4784834821001962,0.2525017429163339,5.644621909931006,74211.68059199999,0.7202427410263698,3.190170894515484,2792.615312791784,69.19345200233907,0.0006764444900561,39222.25845709571,4.771692720046714,85.66421539943033,1.579493809452192,181.4806105610561,15.56127450980392,0.8205509939468427,7.5373601007005,0.8341242619710878
