,original_glcm_InverseVariance,original_glrlm_GrayLevelNonUniformityNormalized,original_shape_Elongation,original_shape_SurfaceVolumeRatio,original_glcm_Correlation,original_glrlm_RunLengthNonUniformity,original_glrlm_ShortRunEmphasis,original_shape_MajorAxisLength,original_shape_Maximum3DDiameter,original_gldm_GrayLevelNonUniformity,original_glcm_Idmn,original_shape_LeastAxisLength,original_glszm_ZoneEntropy,original_glrlm_GrayLevelNonUniformity,original_shape_MeshVolume,original_glrlm_RunPercentage,original_firstorder_Uniformity,original_glcm_JointEntropy,original_glcm_Imc1,original_shape_Maximum2DDiameterSlice,original_glcm_JointEnergy,original_shape_MinorAxisLength,original_glszm_GrayLevelNonUniformityNormalized,original_glcm_Idn,original_shape_SurfaceArea,original_glcm_MaximumProbability,original_shape_Sphericity,original_glrlm_LongRunEmphasis,original_glcm_Id,original_glrlm_RunEntropy,original_glrlm_RunVariance,original_shape_Flatness,original_glcm_Idm,original_glcm_SumEntropy,original_shape_VoxelVolume,original_glcm_MCC,original_firstorder_Kurtosis,original_gldm_DependenceNonUniformity,original_shape_Maximum2DDiameterColumn,original_ngtdm_Coarseness,original_glszm_LargeAreaHighGrayLevelEmphasis,original_firstorder_Entropy,original_shape_Maximum2DDiameterRow,original_ngtdm_Busyness,original_glszm_GrayLevelNonUniformity,original_gldm_LargeDependenceEmphasis,original_glcm_Imc2,original_gldm_DependenceEntropy,original_glrlm_RunLengthNonUniformityNormalized
Patient 47,0.2569247146477615,0.0402311681921568,0.4064575049436082,0.2034898216812372,0.7421432755685239,8236.691102678364,0.929851673526116,83.09579445979413,88.68158771695508,448.1861702127659,0.9905844152819404,28.6525657409174,7.143444195569317,397.3635736777313,47039.13033166662,0.9057579434505334,0.0411029136291971,8.830727120985651,-0.148294219289943,42.50519968192127,0.0033546394426609,33.77490928743483,0.0351393684880932,0.9354990621191271,9571.98424323132,0.011640352237552,0.6583472189745648,1.350507794036358,0.3446787727880479,5.301139739098502,0.1279585274386248,0.3448136686963253,0.2574410230341452,5.646747962073016,47222.465288,0.7670889038191664,3.10849355705532,1755.114636830521,86.75827165175663,0.0010664006352973,49527.87444794953,4.803661891950807,76.10546629513544,0.9057668829328188,111.3917981072555,16.3519809244314,0.8570676355102366,7.512704844556213,0.8329033911371281
Patient 48,0.2822013401864465,0.0582320883370523,0.8928295269617579,0.1901114904417651,0.6733458846166062,9348.99067003724,0.9203865690769888,49.58432433536992,66.53116112018486,770.097737345463,0.9917763992829728,39.28442139847888,7.018836108399365,669.2022066648198,55499.96638733347,0.893458458189039,0.0598785271242876,8.13908818433541,-0.1077135712683859,58.31665285319451,0.0056391869496012,44.27034884106671,0.0413826041794441,0.9393483808298212,10551.18132936384,0.0147525797918795,0.666875636273917,1.401596893339953,0.3700353060845194,4.935461427813919,0.1456476727964105,0.7922750168535861,0.2842709893950147,5.14152455956955,55697.737167,0.74599149098019,7.600772387935567,1873.147266931032,63.48635522693046,0.0007531734077747,66497.26462035542,4.370819955599867,57.05,1.812615987918106,128.0791599353796,19.09206127050773,0.7562321579869157,7.206341032561113,0.8126528889342022
Patient 49,0.2282602796390922,0.0314044339845009,0.5565398937472086,0.2000813828801594,0.7871862053837954,14384.72485910693,0.9397070035904412,91.43051446808144,98.74625562521344,578.3197003663404,0.9871348795183156,31.3360827878366,7.282505914397577,527.8271474778915,78963.0513943756,0.919013951219102,0.0316211766835989,9.369056437316654,-0.1531934912942046,56.93345238082792,0.0020840924585716,50.88472880731867,0.0318611757007892,0.9240734100480144,15799.03651942377,0.0067971759146834,0.5633817872914518,1.29556009837845,0.3160635576942169,5.525558195381072,0.1075406097636014,0.3427311217719996,0.2267506396984987,5.978266664368685,79205.03188299999,0.7950809646316178,2.212181186190928,3295.458089562032,91.99036090808644,0.0006928284805843,10485.20682440045,5.094111045062681,93.86309391874956,1.98801500446683,197.9534846290037,13.03007272130789,0.8724515177267016,7.67552261414276,0.8545833190841423
Patient 5,0.267336383,0.043282909,0.775960571,0.275950075,0.74353465,4257.583365,0.927808318,53.77394948,67.4039984,251.9183961,0.985364244,21.23591446,6.895312251,221.9575482,24483.15637,0.901864228,0.044305029,8.572523137,-0.148613854,52.18546254,0.003926393,41.72646455,0.039952916,0.919932246,6756.128829,0.014082706,0.603528532,1.371455906,0.357697569,5.176093386,0.137993466,0.39491082,0.271711792,5.515022222,24624.62744,0.754132731,2.477593398,883.2870208,51.15707673,0.002187349,16299.65362,4.673332371,66.00996894,1.061711217,67.36061684,17.9862821,0.849381972,7.408004667,0.828991219
Patient 50,0.2385428891825756,0.0367241565279792,0.5376753189243572,0.1876142923776798,0.7405093773307029,9423.671781778618,0.9358529805496182,68.80096827185595,83.78263423884451,452.1227003942182,0.99007295168696,31.36635484446938,7.251641979070619,408.6148460050402,52562.99813016685,0.9137647831800264,0.0371322848549784,9.213373485729196,-0.1474848365782429,49.03564519816171,0.002596945497392,36.99258255787473,0.0327097008411588,0.9343347510405025,9861.569699440564,0.0082801474092786,0.6881104635195047,1.314197201332112,0.3258900392584806,5.449558222222217,0.1135151049444105,0.4558999042067297,0.2376467162039479,5.863596151862224,52731.175472,0.7527575975021683,3.611760934026683,2076.208607095926,60.31,0.0010214060802048,20299.29071848632,4.992719664792866,66.8896075635072,0.87540869879363,127.9276399897724,14.2738173455979,0.861933166205142,7.627296529390754,0.8459830087101101
Patient 51,0.2723007022225168,0.054802302973237,0.5540953844331684,0.2360396437807493,0.6304267546689096,4668.308206892013,0.924941284639172,56.24963280115527,66.5111907877163,351.1518665607625,0.982902567956254,25.31363722364743,6.82538420884162,310.2332734787906,27112.10025012496,0.8992729272316247,0.0557826634727184,8.234288369943254,-0.1088205051088168,44.49034164849714,0.0047980793676862,31.16766191118069,0.0483697822519985,0.913095029376484,6399.530485187462,0.0127102268613031,0.6819901780518971,1.38452900504135,0.3620684819662839,4.907758096430873,0.1417657011103631,0.4500231550512011,0.2752087966835858,5.208566450318386,27262.052365,0.6484408978360185,3.106312900625174,971.7447180301826,62.91884455391722,0.0016956679979714,17208.07439553627,4.387773528333762,63.40260010441212,1.524980879332028,78.02045877247365,17.40158856235107,0.7518475503761789,7.149796844315851,0.8229039264630725
Patient 52,0.3400141872551756,0.0667170431048495,0.9521985731568938,0.2153163124127013,0.724541440617348,9081.414758948697,0.896029912225043,61.24724710732352,78.91624420865453,955.6670537852945,0.9904278649045256,31.2079274824096,6.900307604395348,791.643503717974,59397.99958291671,0.8611677210065829,0.0693668471935322,7.65471767049373,-0.1407826849492241,72.16317620504242,0.0083488499563025,58.31954130538115,0.0508558943129242,0.9352491068624732,12789.3582348848,0.023564304306266,0.5756386131241696,1.566881886890069,0.4273990860014408,4.839831076471762,0.2114716173580935,0.5095400847604459,0.3511866401807572,4.996836693822554,59664.701419,0.732524966743047,3.590079588114324,1615.585178195543,71.60877739495348,0.0008005376568847,152017.5120813904,4.147171271798235,77.43786735183247,2.602171328645223,119.9690546841882,28.41656383828119,0.8117291604054007,7.296526276462487,0.7637313918878357
Patient 53,0.2009765220846057,0.0321630657854201,0.7768218950112328,0.2308218709771527,0.7416427103788201,7246.506658185879,0.9501260711824911,51.90625907231634,61.27152438123276,285.2076688157449,0.9848089382863564,32.82274910498989,7.265112646352862,265.4910409671947,38115.98703375,0.9337005037717628,0.0322596616690131,9.521523664011127,-0.134386454522374,58.04264983613342,0.0017923374541071,40.32191853550078,0.0308566139675986,0.915860068484756,8798.003441271068,0.0046633904225413,0.6225459956638514,1.226988912039135,0.2905041202609536,5.494899628324098,0.0788406258704367,0.6323466512826689,0.1978950130898427,5.988253521187906,38288.134227,0.7779396749165612,2.627003970751377,1882.180635674697,57.05,0.0014171126002469,8799.757420091324,5.126311583519332,51.77655936811561,0.7779767816959995,108.1215753424658,9.689288542020131,0.8497162068710126,7.507335569896201,0.8773757708288717
Patient 54,0.3222772392163502,0.0532808589310638,0.796869569997162,0.2183487963268403,0.789398503608724,4908.543708609784,0.9000189348913784,45.56640241055846,55.37203806976947,412.832970027248,0.9917368951003968,29.14708697465851,6.998785596928919,338.1309436843872,31649.2795237916,0.8641794173129322,0.0562442738456741,8.135501218169416,-0.1799095026586233,49.03564519816171,0.0069073149730159,36.31047949521936,0.038466083693372,0.9438188159917764,6910.582088631611,0.0223992798415307,0.7001837805668477,1.559978488261789,0.4126842701469181,5.216428029228169,0.2132100848052185,0.639661799762903,0.3375925373058471,5.381594459866936,31787.68298,0.7993769617503208,5.197918660163464,852.7201634877384,47.93973821371994,0.0017473974462232,74561.64141084258,4.535717759137138,51.54512586074458,0.8783528195881521,58.89157413455258,28.98337874659401,0.8809012563302357,7.580796142015136,0.7719747193225341
Patient 55,0.3555046052897747,0.0721111777542201,0.6109503884316994,0.2414246663749238,0.7031374897569613,3311.04373333849,0.8871648587357281,48.25861278946688,56.3706696784773,386.1254328587918,0.9948596038711148,24.45860464698644,6.623046591078556,318.680151415578,22364.69929916658,0.8501642643620327,0.0742834614964971,7.369840301248026,-0.1566478044584445,41.65279942572887,0.009284136569036,29.48361822889976,0.057994597015761,0.9515928482256052,5399.390066876783,0.0335294180029979,0.7109648505235614,1.625598392092893,0.4461646455785602,4.723859854197754,0.231771072651935,0.5068236162048337,0.3733629320500026,4.879124339362179,22511.222906,0.8122620299904356,5.487786341308954,581.7468257021932,50.92282788691139,0.0020561447147984,119918.8412698413,4.004055304559995,47.93973821371995,0.9313191028522576,43.84391534391534,32.25086571758369,0.8281507761785343,7.219224863502879,0.7469283974272212
Patient 56,0.2503043467829015,0.0355726101953858,0.6360066666671089,0.1845031843866178,0.8046687076663522,15932.91407446397,0.932388419420936,79.42998218922102,96.775888009359,753.5638766519824,0.9890377769285098,39.76106505996445,7.336085623989009,675.4467712294902,90194.8437388753,0.9091833276855305,0.0360833114658103,9.154197595275882,-0.1590366366687684,65.92941983667077,0.0026646506603997,50.5179982055943,0.0321791793105417,0.9300209512388092,16641.23588507589,0.007954241550275,0.5844576149925541,1.333052087591941,0.3371552961912768,5.488056522399917,0.1206919038352559,0.5005800576065117,0.2491078782446051,5.891637579673394,90443.320348,0.8081710075973324,2.918833147925407,3451.461405860946,91.7734874568903,0.0006459373361094,31332.15636421421,5.006921385689316,79.00036772066316,2.013488494139922,202.5035754012394,15.28165102470791,0.8796520664078802,7.711625812118781,0.8382718131311235
Patient 57,0.2304992523315038,0.0415459126673225,0.4254516049266625,0.2359035978485872,0.6751691841145762,7771.885189745189,0.9409647779743764,80.24102063204283,85.4623782725475,411.4856184571603,0.9887775130598296,29.38156533161281,7.056545789847901,376.496053480209,42411.36626658317,0.921059832534576,0.0418218943446651,8.946208397195209,-0.1108946181308275,79.21867077905308,0.0027429506152803,34.13867100885606,0.0385357048211905,0.9273059535025212,10004.99389196118,0.0071434190829305,0.5878350427377528,1.279597951152801,0.3190663092792042,5.188846306758008,0.0991729429839886,0.3661663959428726,0.2282139255375096,5.605474977221136,42610.219733,0.678919250561962,2.829030760580821,1837.281532676085,51.46775009654104,0.0011152103538964,11239.32903805814,4.762655668126015,62.70735204104858,1.186148128317564,128.5936469883129,12.48897245655046,0.7870481951381936,7.322328959185501,0.8569496264128467
Patient 58,0.1853270987902295,0.0281354913660895,0.6372715891873766,0.2334936451911827,0.754990290676735,8159.398185051139,0.9539698501069384,67.41461063037934,82.61704485153169,278.0909832721338,0.9836266505794976,30.84963194480413,7.269141431831809,258.9099894397473,42196.63339450002,0.938612183410225,0.0283650533733306,9.872523848059169,-0.1356079027471551,59.06360723829861,0.0015167005771379,42.96141605087006,0.0260098093859405,0.9143692275397984,9852.6457460778,0.0045176511423574,0.5949079761368873,1.20937270719609,0.2737140046847525,5.675669801945317,0.0731979048574828,0.4576104742923818,0.1831197569485209,6.186284659020179,42458.643588,0.7641729468404284,2.70499126535281,2155.676254589964,65.70740064863318,0.0012407137205358,6077.977429755872,5.327852565647892,81.90648631213524,0.9640544838739624,112.934592353754,9.02937576499388,0.8599462332942951,7.637760042681665,0.8862149649495729
Patient 59,0.232146859231167,0.0410090140364867,0.5462907378796432,0.2046977294456783,0.6887718329211138,8887.37077135198,0.9386547830586394,72.17252935261355,82.48830765629756,474.8541354708007,0.9906879814069082,27.62555850008655,7.197658173615514,427.3173192063695,48976.417823,0.9177716496486864,0.0418263133507267,9.135612387789491,-0.1214110077124108,55.80221142571322,0.0029023426287165,39.42718431467946,0.0340647086738845,0.9356140860862115,10025.36152475095,0.0092078179345347,0.645716811121183,1.296174783692936,0.3193063126571704,5.329478084054188,0.1062711214714299,0.3827711006928449,0.2306020807419431,5.73050729043154,49166.970691,0.70334745722965,3.96607557110273,1996.847969699639,58.17981265009367,0.0009788803376158,27833.44832109129,4.87955996315983,81.90648631213526,0.7021316909361706,129.8546694648479,13.19677618250683,0.8138920317152303,7.47432328956989,0.8520315543592821
Patient 6,0.259850567,0.044227485,0.918239967,0.21794291,0.735020138,6980.67054,0.931141307,47.66044365,64.23523721,419.9198,0.99236704,34.16769366,7.029760983,369.1644604,39654.48491,0.906976744,0.045633536,8.639731313,-0.135460178,58.17981265,0.004062066,43.7637242,0.035443924,0.940804941,8642.41385,0.013056361,0.650694707,1.343893442,0.346198091,5.228114838,0.12583249,0.716898355,0.258620268,5.512220322,39851.53389,0.751569005,4.416671362,1475.62356,64.15245981,0.001259146,26146.44686,4.729510221,59.77901388,0.964339126,97.71889735,16.11975657,0.833004071,7.359725861,0.835618776
Patient 60,0.2081294386641032,0.0310492132711495,0.5974053098099488,0.2467655267919393,0.7244688311869952,4115.810237020337,0.9487633476188656,52.86668956803543,59.31050159963242,158.4990091161316,0.983135796564093,20.49844729254191,7.161233805347911,145.9418143360975,21735.47784962492,0.9315070581420164,0.0314108222584485,9.529531197479084,-0.1482104911802229,53.06895514328504,0.0019376192264103,31.58284106001859,0.0288554164849678,0.9156525833942109,5363.566641637221,0.0063108531528909,0.7022254608213653,1.238560828707874,0.2942084594751511,5.544244836737885,0.0838343468387383,0.3877384315157838,0.2045751941301637,6.024687172249864,21852.949362,0.7352590518481646,2.628028642105917,1025.603646452636,42.78555947980579,0.0024897320954235,7993.721432074546,5.168692484751849,51.46775009654104,0.5158854491329556,58.83619421284944,10.36940150614348,0.8687020618000358,7.53308524993442,0.874747208243857
Patient 61,0.2326893363965593,0.0279403159467187,0.3254411440511308,0.2200608648631604,0.8451491820956155,8746.823615160187,0.939006541918044,102.1575081592599,99.34980372401348,310.4525560538116,0.9887312919251944,24.72918272358512,7.463782823057985,286.0238328891016,48027.80378220842,0.9182200758882372,0.0278432785698485,9.576356723341371,-0.1893035148594812,40.75000000000001,0.0017152410254397,33.24625632876226,0.0288781138140112,0.9282912190168742,10569.04003779095,0.0045200257129885,0.6045660191766365,1.297999473948178,0.3202132600615552,5.726027066573537,0.1080862851806479,0.2420691652446457,0.2310569096840674,6.217131119142693,48287.82904999999,0.8578563128263016,2.289011370054229,2021.392107623318,98.47682468479576,0.0014389343822236,24061.36084401709,5.302021809998563,99.22938778406323,0.7306755868553717,108.1196581196581,13.13775784753363,0.9193809954346102,7.910393376484387,0.8530653878385466
Patient 62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patient 63,0.2183772241818927,0.0377653832720556,0.5667457954870261,0.2549877572804973,0.7060755250109604,6097.581376500412,0.9461800189380776,60.18040823024045,67.64009018326335,287.3290100582319,0.9880311357139246,32.98917166266601,7.14120702136912,264.9952731795019,32531.30832945826,0.9286456000325772,0.0380266027075478,9.14691763015444,-0.1254001301074501,44.28083332549197,0.0023758228482068,34.10699333518159,0.0347085976071426,0.9241848839034076,8295.085352328922,0.0057577021151782,0.5941064745896568,1.247503104161789,0.3066399647635108,5.312623141541053,0.0864125404752668,0.5481712841902768,0.21423474958508,5.756079453438573,32723.124332,0.7109580343190234,2.972969001992688,1516.382742191636,67.0681123932976,0.0015088426583545,9785.575602629657,4.91814342964254,59.04111110065595,0.6754629083505104,95.03214024835648,10.55373213340392,0.8259879420014997,7.330683735649112,0.8684011617043838
Patient 64,0.2745196781501271,0.0500493813469261,0.7522277357185092,0.204984726875361,0.6874609934168927,7728.232547480963,0.9235612925002398,57.00222231265835,69.88120061933681,530.4502098435712,0.9903454960825546,29.06753822472314,7.175167246077248,471.4135869592422,45233.38928045835,0.8984239720599889,0.050596166524568,8.481851308477955,-0.1288041746110448,60.90182591679825,0.0040623330934682,42.87865262117407,0.0409761523833819,0.9345457285782244,9272.15394730164,0.0091909542078029,0.66212945934884,1.378480081622388,0.3620494033554767,5.070341144364692,0.1360646884028,0.5099369295689402,0.2755168093381374,5.414921667358188,45403.551548,0.6974754356640648,3.998521773856753,1625.863792445631,54.47712639264299,0.0010690472183523,35620.75293657008,4.539507480183524,64.2145528677106,1.038510387044282,104.6530931871574,17.53052270125906,0.8120948211041004,7.36282479431812,0.8193718070647887
Patient 65,0.2586525615004037,0.0679993767682103,0.8284316165575965,0.8171131787586803,0.5970906325397028,83.01824112714881,0.9514529380902852,11.27078166328614,12.83463283463925,7.06,0.9609599846929562,6.194220061761752,4.910659862177831,6.381604507888675,403.6617099583333,0.9376923076923076,0.0706,6.174935286843017,-0.497623622447966,12.41371016255817,0.0164300246735886,9.337071873183854,0.0484382073336351,0.8828289966911993,329.8373029672182,0.0403995294170181,0.800809821531351,1.213486258929638,0.3346428695591078,4.441328641922896,0.0703404737209716,0.5495821183316,0.254095394965498,4.569090534845897,433.0747,0.880063874349084,3.132330103733947,21.52,10.93437240997397,0.0672790052221258,5023.234042553191,4.187464850663964,12.73070697172785,0.0241839859944588,2.276595744680851,9.14,0.9908652330679792,5.336174630069626,0.8825355055623507
Patient 66,0.1776821950987567,0.0247797589104829,0.79326612471116,0.2634491898404106,0.8036838523564159,7169.641363448997,0.9575218712590732,52.23880406251841,65.24073727357776,216.8795152370867,0.989792796895098,33.90745297647356,7.426742440439337,198.5406101476212,36543.38452937497,0.9426448360440592,0.0255182392325081,10.12513964948222,-0.162208777261055,57.81332199415633,0.0015990320927812,41.43927365821958,0.0197966615023695,0.9333013424868996,9627.325048290431,0.0075085753908039,0.5531602970596603,1.195817818204574,0.2632361313391296,5.935463844250402,0.0695736003388536,0.6490855521097644,0.1749452060458452,6.394010793297964,36807.018753,0.8146479058428052,3.084786555891156,1980.805624191081,53.39338629455899,0.0015591622271641,11291.52922318126,5.598719789216308,57.76734717814208,0.3510433273165788,80.27546239210851,8.635721849629368,0.9049445082781532,7.74177344492225,0.8945496919038096
Patient 67,0.2056928128848983,0.0325560807817947,0.8478467678748141,0.193318246144499,0.7368609453909836,10076.82959458372,0.9482507743116708,50.76539035660238,67.44340442178168,405.8290950189715,0.9898688196896952,40.20916753255338,7.330168163359651,375.4717305630356,53467.9438053752,0.9310567530475498,0.032762500607005,9.583088447767532,-0.1330534689455746,65.70740064863317,0.0018419869852924,43.04127213374858,0.0297357225531092,0.9315468091620576,10336.32912140777,0.004649872993747,0.6640184049501139,1.238736537808717,0.292340507452175,5.544314745473386,0.0837666137786756,0.7920586693040943,0.201256877684489,6.022182037034937,53644.963089,0.7464408302501492,3.632751580424393,2513.650359247598,54.47712639264299,0.000963281683395,9652.981653267369,5.160090883084258,63.42354925420052,0.7029388554372661,144.247990105133,10.29571324775975,0.8502873293412351,7.563752721340503,0.8731756316197117
Patient 68,0.2136690445179389,0.0404710403252793,0.5370234758224263,0.1900252126403241,0.623898999366324,10485.33945656285,0.9453646963064448,70.3854509171068,81.00952413142544,531.8122364486698,0.9896453497529052,32.54994480307936,7.111845881233557,489.2909096942297,56284.3729377086,0.9269339875795448,0.0407737664991696,9.149978466158272,-0.0975209089965679,60.39804384249543,0.0024354463098305,37.79863949883347,0.0362401907474848,0.9306283648639784,10695.44993581538,0.0058119485202342,0.6640645345275774,1.256413832961731,0.3022575447117496,5.23477817160992,0.0909106463362786,0.4624527424199292,0.2105149538207748,5.658463886616404,56485.933121,0.6335042439859246,3.289557134344832,2558.271486621176,54.40392081458835,0.0007914567038953,12023.07899647522,4.827591666486296,78.27395096710016,0.9554752563774968,174.7864399751192,11.22970175573104,0.7560997552424479,7.336683084208701,0.8666803440134841
Patient 69,0.2118469610777402,0.0355834000954883,0.5157875747211325,0.2160955462721087,0.6760922006056549,9118.36192212223,0.94643225954824,77.52874646529244,88.41153657753043,404.8494642699017,0.9907311694960728,29.56608960143677,7.112693380876219,373.0471592480149,48718.55792870835,0.9283422678446144,0.0358495939316303,9.384865581850775,-0.1159463871496651,68.71179884124706,0.0020762538304095,39.98836411050276,0.032613850464506,0.9348458540693304,10527.86338919361,0.0055110826870201,0.6127361452660653,1.250606874642068,0.2989511145784888,5.38940024500946,0.0886636124772611,0.3813564767833918,0.2085451579179326,5.850607782985633,48907.125871,0.70285134810439,3.224193855430709,2221.646241034269,53.6168425030792,0.000983184248404,11843.49136541561,4.991580845732678,88.3514131182971,0.6955923544195594,141.6419525673498,11.0890817320464,0.8092045951835962,7.474211321246986,0.8691465164867088
Patient 70,0.2864354209756627,0.0380151556712039,0.629556787821761,0.1734313598702289,0.813640836483845,12932.95846379342,0.9158789722820418,80.43383557844143,92.39382933940988,694.3129627583158,0.9908168467179128,30.88829099588444,7.251693224982779,610.6031071683791,78165.47215520868,0.8875183828217315,0.0383640713204948,8.767282159388056,-0.1840109812585077,67.00866361896796,0.0032270347862036,50.63766715894727,0.0366277011599965,0.9362900491989532,13556.34413077636,0.0092243742174231,0.6521560234961278,1.433391070790652,0.375289736851521,5.410185917105756,0.1585469791815308,0.3840211121818414,0.2911438414178358,5.747476919532665,78377.859206,0.8241433682383842,2.368234490358012,2514.370759199911,72.76813657089207,0.0007938831239517,66033.06121461408,4.844894220053845,89.11494880209493,1.898983147824932,151.3822888942657,20.67587578737982,0.8992181407962149,7.811349707533151,0.8036714883171909
Patient 71,0.2268391658935947,0.0389504013077463,0.4589148776172846,0.2248054369822203,0.718965783380856,5789.462399988145,0.9417292254620953,64.90062560127268,71.08743770878228,286.2052581131042,0.9877644347064838,25.08136653360576,7.073862965067065,262.3521355235849,31458.36576020834,0.9222869421417964,0.0391900942233471,9.062018845079992,-0.1318086861402692,39.65961169754439,0.0025161488016025,29.78386265509326,0.0359806903550744,0.9240164294215631,7072.011661470154,0.0062259692331902,0.6814467554275404,1.275697627980266,0.3158672989715579,5.274803613475115,0.097851582632823,0.3864580087054496,0.2243949183566114,5.727234047483798,31627.445341,0.725509083008212,2.839646993344408,1361.198822401753,70.16577299510068,0.0015495917058076,11394.28577059519,4.853424654709476,63.65353485863923,0.8038715196247294,91.2830114308238,12.15596330275229,0.8329229607547736,7.394452008525048,0.8587198603801016
Patient 72,0.2062221959286851,0.0296376861942509,0.6662387997843849,0.1920598344208801,0.7570425192270759,9704.62910169936,0.9469671577181278,65.71493214514926,71.05005277971297,357.3229948307487,0.9850318151683962,29.84456286848878,7.289007014688297,330.1613186232788,51766.68202554157,0.9288105591257166,0.0297918121419667,9.662073954151785,-0.1399459041372163,68.10981867543033,0.0016810655158119,43.78183752029654,0.0288684045470369,0.9183064922488288,9942.300378343867,0.0051900673195673,0.6756121705868298,1.250491896389885,0.2938442697353378,5.59844795175538,0.089486653018161,0.4541519239884318,0.2037283957083487,6.096566776739869,51942.97951799999,0.7628360157134483,2.359489132947439,2393.717191929298,54.25721334532395,0.0010893986341033,9576.303921568628,5.208738332961188,66.00996894409207,1.031966387928857,135.4505541346974,11.04052026013007,0.8610994398861328,7.687927289728956,0.8704495844912472
Patient 73,0.2359644830124933,0.0344765390155153,0.8919903727413847,0.1996793187624186,0.7611718294541043,7146.10140655765,0.9378225570355648,46.2664215050737,60.1997641191392,316.22492633417,0.9863249826169412,32.19732918748857,7.232456084984991,289.5049385818552,39531.05861599986,0.9164365046717988,0.0345110691186478,9.17786158958086,-0.1471243353776672,53.39338629455899,0.0022299939660955,41.2692025637207,0.0340318522481848,0.920911142995065,7893.534854400093,0.0058945454499206,0.7109486326281356,1.301842871770411,0.3236446329268826,5.421269283950638,0.1087743792586829,0.6959113789242967,0.2340492193445061,5.857714926515923,39682.634761,0.7674812098069791,2.320146123882734,1654.504092546109,56.29992628769597,0.0014525976306684,14559.31506849315,4.981474076282519,56.29992628769597,0.8647444371903483,101.8573337788172,13.68318236385463,0.8620318413417328,7.599792551081322,0.850165128712542
Patient 74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patient 75,0.3093913451041097,0.0577893034810793,0.4930159573532514,0.2057981393640299,0.6730030422424869,6991.954611415347,0.9104908524951126,68.64828270826095,74.44658084828343,587.1801080648389,0.9864611909705296,30.0013009438999,6.846530505444237,508.4950109451779,43113.48862395826,0.880358984621542,0.0587532627641423,7.989496444384027,-0.1263415230645217,44.49034164849714,0.0056703496680808,33.84469882006992,0.0480970904771869,0.9229500142793764,8872.67574030288,0.0142717572825335,0.6701493877240885,1.470317049959868,0.3960953449563668,4.898229306675583,0.1734437924374303,0.437029154413059,0.31388876027435,5.13178885760752,43281.485518,0.6849756908048832,3.023392331797095,1327.075645387232,61.44473044940469,0.0010809538723106,92878.78787878789,4.293543463490826,72.84112368710412,2.059470094312593,98.40664711632454,22.47888733239944,0.7908543642564905,7.306681042324142,0.7928763610470817
Patient 76,0.2603759305045269,0.0414599772114792,0.8033896762279867,0.1736666406370809,0.7379723973009573,13015.58326269516,0.9281491797064424,68.20723084976949,86.05103311407713,726.0819104753115,0.990749916218178,32.82832094915933,7.275865356881229,649.787466657604,74860.2099552504,0.9040369528948208,0.0418828974662731,8.889771776975396,-0.1434413375946494,73.42240870469995,0.0031128694427983,54.79698510880386,0.0350621720471066,0.9352484582015538,13000.7211803149,0.008199911065648,0.6607198797466387,1.355552577483066,0.3476549710650592,5.322134582025814,0.128163001187301,0.4813026498827621,0.2597424395520519,5.686190487984329,75077.829992,0.7434694696484623,3.271913023366801,2742.737425011537,69.19345200233907,0.0006848839151015,77068.45011699638,4.818392205408625,85.66421539943033,1.279725424694242,164.8272707934482,16.23707891093678,0.8448610588008947,7.60697858301817,0.8292911634181898
Patient 77,0.188096962843509,0.0554424571437804,0.5952997448437948,1.787784126381583,0.1733820753549115,23.55183946488295,0.9949832775919732,12.84862157650677,13.53979689655646,1.333333333333333,0.9511740760854523,3.375961345661885,4.277613436819109,1.322185061315496,76.32941587499995,0.9935897435897436,0.0555555555555555,3.373064087634429,-0.8665368145478324,6.915504320004434,0.1131918280132566,7.648781146088955,0.0537190082644628,0.8521868061436368,136.4605180773033,0.1273351648351648,0.6376833357998288,1.020066889632107,0.2310461729967224,4.253331201765016,0.0063981387232805,0.2627489124463519,0.1418314733837255,2.364822329392673,103.937928,0.9999999999999906,2.297383301336039,17.33333333333333,11.52584053334072,0.1862021699774707,313.2272727272727,4.251629167387816,13.44132433951357,0.0262082473804718,1.181818181818182,1.5,0.9894285095644982,4.251629167387817,0.987203722553439
Patient 78,0.2170478231151749,0.0277684074354397,0.8098357231893072,0.1729241445464544,0.8187488341528883,14374.5405067876,0.9431909690605637,61.32075110349845,83.40122421163852,503.7841702693715,0.9893173816860924,40.02454403299154,7.524329275625383,462.8740249761188,77948.934805209,0.923921107160216,0.0279228561284431,9.741237539948134,-0.1668228777904873,73.92728386732466,0.0016460737146228,49.65973481641318,0.0267597064041315,0.9301929722341796,13479.25286949811,0.004731002261963,0.6546740002041448,1.268041833954482,0.3048624841139976,5.749824335021311,0.0952123490994942,0.6527079873081997,0.2144670871376729,6.239259540811613,78135.337374,0.8214655763790598,2.680638985399198,3439.78494623656,62.38876902135511,0.0008440718438192,19922.280891917,5.336814575210819,72.98687895779624,1.001686574086993,172.8141839578817,11.90522115064849,0.9011340999970022,7.868705447352495,0.8618053468575911
